item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
000979,3D_Printer,19.0,25.6,35.1,8.54,60,,1307,Engineering_Bay
000980,Waste_Management_Kit,10.2,15.7,27.3,5.3,25,,24,Engineering_Bay
000981,Food_Packet,11.0,14.3,23.4,4.3,52,2025-06-25T00:00:00Z,83,Crew_Quarters
000982,3D_Printer,23.8,14.0,15.1,2.52,68,,3458,Lab
000983,Tool_Kit,23.5,17.3,27.5,4.5,73,,60,Storage_Bay
000984,Antibiotic_Supply,13.4,43.4,36.9,10.73,24,2026-11-30T00:00:00Z,845,Medical_Bay
000985,Thruster_Fuel,29.2,25.2,48.9,17.99,67,,1426,Engine_Bay
000986,Circuit_Board,41.4,23.1,17.9,8.56,22,,2552,Engineering_Bay
000987,Seed_Packets,12.4,10.1,12.8,6.4,90,,3,Greenhouse
000988,Vacuum_Sealed_Tools,36.3,47.6,45.0,38.88,53,,2013,Maintenance_Bay
000989,Asteroid_Sample_Container,19.0,10.6,24.3,4.4,59,,4069,Lab
000990,Navigation_Module,22.1,37.5,42.5,17.61,46,,346,Cockpit
000991,Research_Samples,29.7,27.9,10.8,6.6,69,,775,Lab
000992,Solar_Panel,55.5,46.1,3.6,16.2,21,,13,External_Storage
000993,Circuit_Board,48.6,45.7,34.0,37.76,70,,4047,Storage_Bay
000994,Communication_Device,33.9,38.0,49.3,31.75,13,,525,Command_Center
000995,Circuit_Board,11.0,43.1,10.0,2.37,3,,1780,Storage_Bay
000996,Radiation_Shield,36.7,10.2,24.0,4.49,88,,2036,Storage_Bay
000997,Circuit_Board,18.9,46.3,21.2,9.28,93,,2573,Engineering_Bay
000998,Food_Packet,10.8,11.1,28.0,9.9,32,2025-06-10T00:00:00Z,11,Crew_Quarters
000999,Navigation_Module,15.9,36.2,22.6,6.5,90,,1694,Command_Center
001000,Research_Samples,27.0,25.4,17.9,4.5,85,,2659,Storage_Bay
001001,Vacuum_Sealed_Tools,12.7,38.7,46.7,11.48,71,,1814,Maintenance_Bay
001002,Seed_Packets,19.6,20.5,22.0,4.7,12,,14,Greenhouse
001003,Tool_Kit,17.2,24.1,17.9,2.8,60,,82,Storage_Bay
001004,Laptop,20.0,34.3,44.6,15.3,54,,2728,Command_Center
001005,Seed_Packets,22.2,29.0,23.6,9.8,70,,2,Lab
001006,Radiation_Shield,34.5,38.8,39.6,26.5,77,,4565,Engineering_Bay
001007,Space_Suit,36.7,46.1,43.9,37.14,20,,3792,Storage_Bay
001008,CO2_Scrubber,48.9,45.1,25.1,27.68,76,,453,Engineering_Bay
001009,LED_Work_Light,14.5,30.3,37.0,8.13,59,,1882,Maintenance_Bay
001010,Seed_Packets,23.8,10.6,23.7,7.9,75,,57,Greenhouse
001011,First_Aid_Kit,24.6,29.5,22.4,3.1,41,,87,Medical_Bay
001012,Lab_Microscope,40.6,28.7,20.2,11.77,78,,2203,Medical_Bay
001013,Space_Suit,22.5,32.2,10.2,3.69,63,,3022,Airlock
001014,CO2_Scrubber,40.4,21.4,40.2,17.38,78,,968,Life_Support
001015,Tether_Reel,15.2,17.7,29.9,4.02,74,,3152,Airlock
001016,Antibiotic_Supply,19.4,47.3,36.1,16.56,68,2027-01-15T00:00:00Z,1271,Medical_Bay
001017,Tether_Reel,20.6,23.7,47.5,11.6,68,,1527,External_Storage
001018,First_Aid_Kit,26.1,23.5,11.6,7.7,87,,33,Medical_Bay
001019,Scientific_Sensor,11.8,29.5,37.2,6.47,79,,3560,Cockpit
001020,Food_Packet,25.5,18.5,28.9,6.6,90,2026-04-25T00:00:00Z,9,Crew_Quarters
001021,Helmet_Visor,18.6,44.8,32.7,13.62,2,,513,Storage_Bay
001022,Tool_Kit,23.3,15.5,26.9,4.7,28,,21,Maintenance_Bay
001023,Handheld_Spectrometer,16.9,45.5,36.5,14.03,43,,3639,Engineering_Bay
001024,Laptop,14.7,26.5,41.2,8.02,44,,3508,Command_Center
001025,Cooling_System,25.1,17.6,13.6,3.0,89,,2662,Engineering_Bay
001026,Cooling_System,35.2,12.4,12.5,2.73,69,,3809,Power_Bay
001027,Scientific_Sensor,26.8,46.3,41.6,25.81,67,,57,Lab
001028,Scientific_Sensor,30.2,43.8,10.4,6.88,67,,259,Lab
001029,CO2_Scrubber,24.1,30.4,32.6,11.94,79,,848,Life_Support
001030,Cooling_System,31.9,19.7,37.9,11.91,28,,4520,Power_Bay
001031,Microgravity_Lab_Kit,17.4,11.2,11.0,8.8,18,,97,Crew_Quarters
001032,Scientific_Sensor,22.2,46.5,38.6,19.92,56,,2882,Cockpit
001033,Radiation_Shield,12.4,45.5,39.6,11.17,44,,1802,Storage_Bay
001034,Emergency_Beacon,36.6,21.2,11.2,4.35,92,,4604,Command_Center
001035,Fire_Extinguisher,27.9,26.3,20.7,7.59,42,,4585,Engineering_Bay
001036,Oxygen_Cylinder,18.3,25.2,77.6,39.6,95,,3625,Crew_Quarters
001037,Space_Suit,30.9,46.2,34.6,24.7,78,,3753,Airlock
001038,Solar_Panel,74.6,60.6,4.5,12.8,68,,1348,Power_Bay
001039,Handheld_Spectrometer,39.7,34.4,22.8,15.57,79,,3215,Engineering_Bay
001040,Vacuum_Sealed_Tools,27.7,44.9,46.5,28.92,91,,4783,Storage_Bay
001041,Emergency_Beacon,13.1,27.4,20.5,3.68,3,,4933,Cockpit
001042,Water_Purification_Unit,40.8,39.0,25.9,20.61,62,,2124,Crew_Quarters
001043,Waste_Management_Kit,19.8,20.3,13.9,5.4,57,,71,Sanitation_Bay
001044,Medical_Scanner,33.7,27.0,37.8,17.2,85,2026-09-25T00:00:00Z,66,Lab
001045,Circuit_Board,17.4,48.6,43.6,18.43,67,,4026,Engineering_Bay
001046,Waste_Management_Kit,28.2,24.9,27.0,7.4,49,,89,Engineering_Bay
001047,Pressure_Regulator,40.8,19.0,21.2,8.22,66,,1393,Airlock
001048,Scientific_Sensor,37.6,23.4,26.6,11.7,98,,2681,Cockpit
001049,Research_Samples,13.5,27.2,13.4,4.9,23,,4259,Storage_Bay
001050,Lab_Microscope,42.6,22.7,19.4,9.38,59,,2128,Medical_Bay
001051,Lab_Microscope,27.7,35.9,36.3,18.05,72,,1122,Medical_Bay
001052,Laptop,27.4,23.8,14.6,4.76,21,,2633,Command_Center
001053,Seed_Packets,23.9,25.5,19.0,2.3,78,,28,Lab
001054,Cooling_System,26.0,39.9,12.8,6.64,7,,3016,Power_Bay
001055,Emergency_Oxygen_Mask,45.5,32.6,23.2,17.21,100,,3770,Medical_Bay
001056,Pressure_Regulator,27.9,46.4,42.9,27.77,43,,1305,Airlock
001057,Emergency_Oxygen_Mask,13.0,13.3,40.9,3.54,43,,1926,Medical_Bay
001058,Microgravity_Lab_Kit,13.4,18.5,21.4,1.0,41,,59,Crew_Quarters
001059,Radiation_Shield,30.4,38.6,33.8,19.83,77,,2885,Engineering_Bay
001060,Research_Samples,11.0,12.6,18.3,5.4,87,,232,Lab
001061,Research_Samples,27.9,18.3,13.5,8.4,57,,3560,Lab
001062,EV_Suit_Battery,10.4,38.0,12.7,2.51,81,,512,Airlock
001063,Laptop,29.7,33.8,37.1,18.62,46,,901,Command_Center
001064,Protein_Bars,24.9,16.1,17.5,3.51,29,,717,Storage_Bay
001065,CO2_Scrubber,29.4,17.8,18.7,4.89,17,,879,Life_Support
001066,Fire_Extinguisher,43.1,28.2,15.2,9.24,42,,2620,Crew_Quarters
001067,Vacuum_Sealed_Tools,18.3,29.9,16.6,4.54,52,,2669,Storage_Bay
001068,Circuit_Board,39.4,15.9,49.8,15.6,44,,3066,Engineering_Bay
001069,Thruster_Fuel,38.7,42.1,32.3,26.31,13,,2502,Engine_Bay
001070,Seed_Packets,22.0,25.6,24.7,9.5,54,,92,Lab
001071,Seed_Packets,11.9,27.2,28.5,6.6,27,,78,Greenhouse
001072,Circuit_Board,26.6,32.5,34.0,14.7,79,,2874,Storage_Bay
001073,Research_Samples,13.8,27.0,12.8,3.1,2,,4221,Lab
001074,Medical_Scanner,21.4,36.3,37.8,14.68,41,2026-11-26T00:00:00Z,70,Lab
001075,Seed_Packets,21.5,24.4,29.9,5.7,9,,73,Greenhouse
001076,Emergency_Oxygen_Mask,46.2,30.4,42.4,29.77,67,,3423,Crew_Quarters
001077,Radiation_Shield,25.3,35.5,41.2,18.5,89,,823,Storage_Bay
001078,Navigation_Module,11.9,20.7,34.4,4.24,22,,2965,Command_Center
001079,Research_Samples,18.9,29.0,20.6,7.7,45,,1749,Lab
001080,Waste_Management_Kit,27.4,26.4,20.8,4.6,10,,90,Engineering_Bay
001081,Helmet_Visor,11.2,41.2,40.0,9.23,38,,2993,Storage_Bay
001082,Thruster_Fuel,24.7,29.1,34.5,12.4,9,,1580,Storage_Bay
001083,3D_Printer,10.9,30.8,32.2,5.41,28,,4083,Lab
001084,Radiation_Shield,34.8,12.1,33.4,7.03,81,,1386,Storage_Bay
001085,Antibiotic_Supply,44.6,19.3,22.9,9.86,4,2025-06-24T00:00:00Z,1293,Lab
001086,Food_Packet,12.4,24.0,18.9,4.0,60,2027-01-09T00:00:00Z,92,Crew_Quarters
001087,Medical_Scanner,16.7,47.5,24.8,9.84,64,2025-12-26T00:00:00Z,80,Lab
001088,Navigation_Module,47.7,28.5,41.5,28.21,40,,3472,Cockpit
001089,Tether_Reel,23.5,22.3,16.4,4.3,11,,434,External_Storage
001090,Research_Samples,21.2,21.6,12.9,5.1,48,,4088,Lab
001091,3D_Printer,29.9,44.5,31.2,20.76,44,,529,Lab
001092,LED_Work_Light,47.1,22.3,28.7,15.07,69,,4712,Maintenance_Bay
001093,Tool_Kit,24.9,17.0,15.1,4.6,19,,58,Maintenance_Bay
001094,Vacuum_Sealed_Tools,46.9,47.5,15.6,17.38,38,,807,Maintenance_Bay
001095,Helmet_Visor,27.3,22.8,12.3,3.83,60,,719,Crew_Quarters
001096,Food_Packet,29.5,22.8,18.7,6.5,92,2026-03-28T00:00:00Z,72,Storage_Bay
001097,Protein_Bars,35.1,38.6,17.6,11.92,36,,4062,Crew_Quarters
001098,Water_Bottle,24.5,43.4,10.9,5.79,85,,4044,Crew_Quarters
001099,Gyroscope_Module,40.2,38.6,18.3,14.2,35,,3622,Cockpit
001100,Food_Packet,12.0,24.9,12.3,1.6,5,2026-03-21T00:00:00Z,40,Crew_Quarters
001101,Waste_Management_Kit,24.2,12.8,17.6,1.5,38,,71,Sanitation_Bay
001102,Tether_Reel,17.0,38.4,34.7,11.33,6,,328,Airlock
001103,Emergency_Beacon,21.0,26.3,14.8,4.09,65,,1436,Cockpit
001104,Gyroscope_Module,37.7,40.2,11.8,8.94,31,,4497,Cockpit
001105,Medical_Scanner,43.5,45.7,46.8,46.52,59,2026-12-29T00:00:00Z,28,Medical_Bay
001106,Solar_Panel,93.9,43.5,1.2,13.4,20,,983,Power_Bay
001107,Communication_Device,39.8,27.1,37.6,20.28,95,,4067,Crew_Quarters
001108,Oxygen_Cylinder,25.4,19.4,55.4,29.2,96,,4088,Medical_Bay
001109,Food_Packet,18.5,27.8,16.3,2.6,27,2025-11-22T00:00:00Z,88,Storage_Bay
001110,Water_Purification_Unit,26.6,14.7,42.0,8.21,74,,2192,Crew_Quarters
001111,3D_Printer,10.8,46.9,32.1,8.13,58,,1224,Engineering_Bay
001112,Tether_Reel,16.4,42.3,41.9,14.53,22,,4685,External_Storage
001113,Protein_Bars,12.5,46.7,49.5,14.45,95,,2087,Crew_Quarters
001114,Protein_Bars,43.3,13.2,37.9,10.83,59,,4705,Crew_Quarters
001115,Tether_Reel,46.9,38.4,27.2,24.49,97,,4191,Airlock
001116,Gyroscope_Module,45.4,24.5,48.3,26.86,99,,112,Engineering_Bay
001117,Seed_Packets,26.0,23.2,23.7,9.9,31,,16,Greenhouse
001118,Lab_Microscope,34.7,41.7,47.4,34.29,1,,4435,Medical_Bay
001119,Microgravity_Lab_Kit,17.3,12.5,12.3,8.0,38,,74,Lab
001120,Asteroid_Sample_Container,12.9,29.6,14.7,7.5,39,,4334,Lab
001121,Radiation_Shield,34.6,14.4,44.7,11.14,59,,2456,Engineering_Bay
001122,Scientific_Sensor,38.1,18.5,30.4,10.71,16,,4801,Lab
001123,Circuit_Board,26.6,17.8,14.0,3.31,51,,2765,Storage_Bay
001124,Pressure_Regulator,26.4,50.0,45.6,30.1,50,,4585,Engineering_Bay
001125,Scientific_Sensor,46.9,22.0,27.4,14.14,42,,206,Cockpit
001126,EV_Suit_Battery,22.6,38.3,17.1,7.4,81,,276,Airlock
001127,Fire_Extinguisher,25.6,14.9,29.3,5.59,53,,2606,Engineering_Bay
001128,Protein_Bars,38.1,31.9,46.5,28.26,29,,3719,Storage_Bay
001129,Communication_Device,21.7,13.0,19.9,2.81,13,,4169,Command_Center
001130,Thruster_Fuel,45.5,45.1,41.6,42.68,71,,3007,Storage_Bay
001131,Radiation_Shield,27.5,16.4,11.5,2.59,84,,1062,Engineering_Bay
001132,Communication_Device,29.5,33.7,29.7,14.76,46,,3933,Command_Center
001133,Medical_Scanner,49.3,27.3,48.0,32.3,38,2026-12-06T00:00:00Z,79,Lab
001134,Vacuum_Sealed_Tools,47.0,21.1,25.9,12.84,53,,2874,Maintenance_Bay
001135,3D_Printer,38.4,11.3,36.1,7.83,35,,4427,Lab
001136,Battery_Pack,30.9,43.2,38.4,25.63,14,,810,Power_Bay
001137,Space_Suit,16.6,38.7,24.4,7.84,67,,3557,Storage_Bay
001138,Circuit_Board,23.4,32.6,20.0,7.63,34,,2658,Storage_Bay
001139,Circuit_Board,41.9,44.5,29.6,27.6,92,,1956,Engineering_Bay
001140,Seed_Packets,23.2,22.6,28.7,5.7,78,,92,Lab
001141,Seed_Packets,19.9,12.6,29.1,5.9,87,,5,Greenhouse
001142,First_Aid_Kit,25.5,11.5,12.6,6.7,23,,94,Crew_Quarters
001143,Antibiotic_Supply,40.7,47.5,30.5,29.48,97,2025-10-06T00:00:00Z,3506,Medical_Bay
001144,3D_Printer,13.9,43.4,24.9,7.51,57,,3370,Lab
001145,Laptop,40.3,33.3,30.4,20.4,40,,4120,Crew_Quarters
001146,Oxygen_Cylinder,17.1,23.4,93.6,18.8,21,,4171,Airlock
001147,Food_Packet,18.9,19.2,26.6,2.6,28,2025-10-06T00:00:00Z,24,Storage_Bay
001148,Thruster_Fuel,26.9,49.6,45.4,30.29,89,,1971,Engine_Bay
001149,Research_Samples,19.2,22.5,15.9,5.5,9,,502,Storage_Bay
001150,Cooling_System,49.9,23.8,40.0,23.75,94,,2969,Engineering_Bay
001151,Vacuum_Sealed_Tools,40.0,11.7,24.8,5.8,29,,1838,Storage_Bay
001152,LED_Work_Light,20.6,16.5,30.4,5.17,12,,4928,Engineering_Bay
001153,LED_Work_Light,43.4,15.8,12.3,4.22,76,,2596,Engineering_Bay
001154,Communication_Device,14.2,44.7,23.6,7.49,82,,415,Command_Center
001155,Waste_Management_Kit,24.3,24.1,17.2,3.3,26,,20,Sanitation_Bay
001156,Thruster_Fuel,11.3,49.5,10.9,3.05,31,,4635,Storage_Bay
001157,Vacuum_Sealed_Tools,25.5,49.9,35.7,22.71,43,,2430,Storage_Bay
001158,CO2_Scrubber,19.8,16.2,33.5,5.37,30,,270,Life_Support
001159,Battery_Pack,21.6,11.0,10.1,1.2,56,,920,Power_Bay
001160,Tether_Reel,23.3,24.9,43.0,12.47,94,,1042,External_Storage
001161,Fire_Extinguisher,25.6,26.4,10.3,3.48,65,,1386,Crew_Quarters
001162,Cooling_System,15.2,41.0,14.0,4.36,22,,4849,Power_Bay
001163,First_Aid_Kit,13.7,14.6,25.7,3.7,70,,94,Crew_Quarters
001164,Pressure_Regulator,30.4,21.6,33.9,11.13,98,,17,Airlock
001165,Solar_Panel,94.4,88.2,1.5,17.9,46,,2941,External_Storage
001166,Cooling_System,40.6,49.6,26.0,26.18,46,,824,Engineering_Bay
001167,Medical_Scanner,46.3,44.6,21.2,21.89,41,2026-06-06T00:00:00Z,50,Medical_Bay
001168,Oxygen_Cylinder,26.3,25.0,92.1,35.0,70,,925,Medical_Bay
001169,Cooling_System,13.9,33.0,26.2,6.01,63,,4946,Engineering_Bay
001170,Seed_Packets,16.6,28.3,29.3,9.3,78,,2,Lab
001171,Handheld_Spectrometer,38.5,36.0,19.2,13.31,93,,4237,Engineering_Bay
001172,Laptop,26.7,22.4,43.2,12.92,7,,2627,Command_Center
001173,Thruster_Fuel,44.5,24.1,18.7,10.03,22,,2917,Engine_Bay
001174,Handheld_Spectrometer,24.9,27.3,45.3,15.4,96,,4625,Engineering_Bay
001175,Vacuum_Sealed_Tools,17.3,44.3,13.9,5.33,98,,2839,Maintenance_Bay
001176,Fire_Extinguisher,44.6,43.3,26.8,25.88,100,,2408,Engineering_Bay
001177,Vacuum_Sealed_Tools,20.4,32.7,40.5,13.51,18,,4412,Storage_Bay
001178,Thruster_Fuel,34.0,47.0,23.2,18.54,91,,1329,Storage_Bay
001179,Antibiotic_Supply,49.4,49.7,27.4,33.64,64,2027-01-06T00:00:00Z,558,Medical_Bay
001180,Radiation_Shield,23.7,29.3,35.4,12.29,12,,3334,Engineering_Bay
001181,Seed_Packets,13.4,24.9,29.5,7.3,65,,82,Lab
001182,Circuit_Board,38.6,38.7,35.8,26.74,61,,1814,Engineering_Bay
001183,Oxygen_Cylinder,15.2,27.0,94.6,28.1,86,,3580,Airlock
001184,3D_Printer,36.5,16.9,32.4,9.99,73,,3647,Lab
001185,Solar_Panel,77.6,62.8,3.6,14.5,27,,110,Power_Bay
001186,Protein_Bars,20.7,39.0,25.6,10.33,17,,1276,Crew_Quarters
001187,Waste_Management_Kit,24.7,14.9,26.0,5.4,39,,23,Engineering_Bay
001188,Circuit_Board,49.3,15.5,38.6,14.75,89,,4675,Storage_Bay
001189,Microgravity_Lab_Kit,12.2,18.5,16.7,9.2,9,,79,Crew_Quarters
001190,Waste_Management_Kit,16.2,10.6,13.4,6.3,16,,7,Engineering_Bay
001191,Protein_Bars,16.1,19.3,18.7,2.91,86,,4767,Crew_Quarters
001192,Protein_Bars,22.0,30.1,19.7,6.52,18,,2546,Storage_Bay
001193,Oxygen_Cylinder,19.0,23.6,83.6,45.0,6,,780,Airlock
001194,Water_Purification_Unit,42.7,44.2,11.5,10.85,9,,1833,Life_Support
001195,Communication_Device,46.3,46.1,33.9,36.18,83,,794,Command_Center
001196,Tool_Kit,14.5,21.6,18.4,1.6,44,,8,Storage_Bay
001197,Emergency_Beacon,28.5,30.5,36.4,15.82,94,,1809,Cockpit
001198,Emergency_Oxygen_Mask,25.0,24.8,31.6,9.8,67,,63,Crew_Quarters
001199,Research_Samples,24.3,24.9,25.2,7.2,36,,2344,Storage_Bay
001200,Seed_Packets,11.0,28.3,22.0,1.1,51,,95,Lab
001201,CO2_Scrubber,41.7,40.9,14.1,12.02,53,,762,Life_Support
001202,Circuit_Board,45.8,43.1,26.9,26.55,74,,3136,Engineering_Bay
001203,Research_Samples,16.1,21.2,27.7,2.6,13,,4977,Lab
001204,Thruster_Fuel,11.1,46.3,49.3,12.67,4,,2731,Engine_Bay
001205,Laptop,33.6,29.1,12.4,6.06,66,,4643,Crew_Quarters
001206,Battery_Pack,33.7,22.5,19.4,7.36,13,,465,External_Storage
001207,Scientific_Sensor,36.5,20.2,26.3,9.7,22,,1437,Lab
001208,Communication_Device,14.1,14.8,38.2,3.99,27,,3407,Crew_Quarters
001209,Asteroid_Sample_Container,11.6,19.0,15.8,7.5,50,,613,Lab
001210,Protein_Bars,31.8,42.4,38.7,26.09,39,,150,Storage_Bay
001211,Protein_Bars,27.1,18.0,15.2,3.71,74,,3940,Storage_Bay
001212,Communication_Device,30.1,25.4,43.8,16.74,74,,2076,Command_Center
001213,Fire_Extinguisher,34.8,29.9,26.2,13.63,20,,4819,Engineering_Bay
001214,CO2_Scrubber,45.4,17.7,17.6,7.07,71,,343,Engineering_Bay
001215,Emergency_Oxygen_Mask,20.5,36.7,35.1,13.2,58,,2936,Crew_Quarters
001216,Water_Purification_Unit,26.5,23.7,31.8,9.99,62,,928,Crew_Quarters
001217,EV_Suit_Battery,35.4,28.3,27.3,13.67,24,,806,Storage_Bay
001218,Tether_Reel,32.6,13.3,26.3,5.7,47,,882,Airlock
001219,Space_Suit,37.3,23.4,18.3,7.99,25,,3010,Airlock
001220,Battery_Pack,46.6,30.3,12.3,8.68,80,,106,Power_Bay
001221,Water_Purification_Unit,21.2,28.5,18.7,5.65,20,,99,Crew_Quarters
001222,Food_Packet,14.1,29.1,12.4,7.1,26,2027-01-27T00:00:00Z,95,Storage_Bay
001223,Protein_Bars,35.4,13.3,47.7,11.23,59,,82,Storage_Bay
001224,Thruster_Fuel,40.6,27.7,48.4,27.22,100,,4696,Engine_Bay
001225,Circuit_Board,23.6,31.4,18.2,6.74,78,,4426,Storage_Bay
001226,3D_Printer,27.0,27.4,47.4,17.53,81,,3559,Engineering_Bay
001227,First_Aid_Kit,16.5,12.8,18.8,5.4,45,,32,Crew_Quarters
001228,Space_Suit,28.1,39.8,41.3,23.09,74,,2808,Airlock
001229,Navigation_Module,45.4,32.1,21.8,15.89,48,,4124,Cockpit
001230,Oxygen_Cylinder,17.2,17.1,50.1,35.7,28,,3036,Crew_Quarters
001231,Waste_Management_Kit,29.7,23.0,13.4,9.4,50,,42,Engineering_Bay
001232,Pressure_Regulator,14.2,48.3,23.1,7.92,34,,2773,Engineering_Bay
001233,Circuit_Board,30.9,27.9,23.8,10.26,54,,4288,Engineering_Bay
001234,Oxygen_Cylinder,26.6,19.7,98.2,43.5,77,,3367,Medical_Bay
001235,Fire_Extinguisher,23.7,47.4,37.5,21.06,16,,4545,Engineering_Bay
001236,Gyroscope_Module,48.3,48.3,41.6,48.52,9,,3022,Cockpit
001237,Seed_Packets,24.5,16.0,27.4,2.6,20,,54,Lab
001238,First_Aid_Kit,24.5,23.9,19.2,6.1,18,,10,Crew_Quarters
001239,Food_Packet,14.8,18.0,14.7,1.1,16,2026-11-01T00:00:00Z,89,Storage_Bay
001240,Scientific_Sensor,27.8,48.9,15.6,10.6,1,,2086,Lab
001241,Space_Suit,49.8,27.0,18.6,12.5,40,,2618,Storage_Bay
001242,CO2_Scrubber,27.5,30.0,12.0,4.95,83,,467,Life_Support
001243,Emergency_Beacon,37.8,19.0,32.7,11.74,7,,1230,Command_Center
001244,Solar_Panel,65.4,90.6,4.1,15.0,92,,3947,Power_Bay
001245,Lab_Microscope,42.7,32.2,25.4,17.46,32,,639,Lab
001246,First_Aid_Kit,22.1,10.7,10.6,5.8,36,,93,Crew_Quarters
001247,Gyroscope_Module,43.8,47.4,50.0,51.9,26,,28,Cockpit
001248,Oxygen_Cylinder,24.9,17.4,44.0,45.8,49,,4709,Airlock
001249,Battery_Pack,19.8,12.8,45.8,5.8,66,,911,Power_Bay
001250,Waste_Management_Kit,12.8,17.1,15.1,3.3,9,,5,Sanitation_Bay
001251,LED_Work_Light,44.4,40.4,27.1,24.31,31,,1157,Maintenance_Bay
001252,Waste_Management_Kit,29.3,25.7,24.5,4.1,18,,86,Engineering_Bay
001253,Research_Samples,25.8,24.8,13.1,7.1,30,,4886,Lab
001254,CO2_Scrubber,13.7,21.3,33.1,4.83,64,,618,Engineering_Bay
001255,Emergency_Oxygen_Mask,38.6,41.7,20.0,16.1,92,,2484,Crew_Quarters
001256,Asteroid_Sample_Container,12.1,12.6,20.3,8.8,35,,976,Lab
001257,Tether_Reel,18.5,16.8,12.9,2.0,50,,4092,Airlock
001258,Thruster_Fuel,19.3,20.1,14.0,2.72,92,,4757,Storage_Bay
001259,CO2_Scrubber,37.3,48.9,40.2,36.66,34,,772,Life_Support
001260,Seed_Packets,15.5,20.9,27.2,9.6,37,,12,Lab
001261,Oxygen_Cylinder,21.6,20.0,46.1,14.3,32,,3452,Medical_Bay
001262,First_Aid_Kit,15.4,16.2,27.2,5.7,45,,6,Crew_Quarters
001263,EV_Suit_Battery,31.6,36.8,33.4,19.42,78,,635,Airlock
001264,Gyroscope_Module,28.3,36.4,48.9,25.19,28,,53,Engineering_Bay
001265,Pressure_Regulator,42.8,27.1,49.9,28.94,45,,730,Engineering_Bay
001266,Waste_Management_Kit,20.6,13.4,26.8,1.6,84,,41,Sanitation_Bay
001267,Asteroid_Sample_Container,25.0,24.1,11.0,7.4,69,,374,Storage_Bay
001268,Fire_Extinguisher,14.8,48.8,16.2,5.85,14,,4876,Crew_Quarters
001269,Vacuum_Sealed_Tools,34.7,39.4,25.7,17.57,83,,4259,Storage_Bay
001270,LED_Work_Light,21.2,48.1,39.3,20.04,63,,3245,Engineering_Bay
001271,Emergency_Beacon,17.4,14.1,25.4,3.12,58,,27,Cockpit
001272,EV_Suit_Battery,16.6,36.9,14.5,4.44,12,,628,Storage_Bay
001273,Laptop,27.8,20.6,25.2,7.22,45,,403,Command_Center
001274,Seed_Packets,11.2,21.8,19.2,2.4,95,,30,Greenhouse
001275,Seed_Packets,24.6,29.3,22.2,7.7,89,,74,Greenhouse
001276,EV_Suit_Battery,31.5,21.0,26.5,8.76,44,,731,Storage_Bay
001277,Navigation_Module,25.4,33.3,29.2,12.35,58,,497,Command_Center
001278,Research_Samples,21.9,15.5,27.4,3.6,11,,453,Lab
001279,Waste_Management_Kit,19.8,11.0,24.7,1.8,62,,13,Engineering_Bay
001280,Fire_Extinguisher,12.6,17.3,35.2,3.84,38,,4390,Crew_Quarters
001281,EV_Suit_Battery,21.2,40.4,32.4,13.87,58,,756,Airlock
001282,Emergency_Beacon,16.3,20.2,47.1,7.75,75,,3098,Command_Center
001283,Communication_Device,27.0,44.8,38.1,23.04,38,,54,Crew_Quarters
001284,Thruster_Fuel,21.6,25.9,45.2,12.64,94,,3809,Engine_Bay
001285,3D_Printer,39.1,41.7,47.3,38.56,31,,3695,Engineering_Bay
001286,Tool_Kit,20.1,26.7,27.6,5.4,59,,96,Storage_Bay
001287,Tether_Reel,47.2,32.6,24.9,19.16,69,,2719,Airlock
001288,Lab_Microscope,21.8,12.9,22.1,3.11,43,,1935,Lab
001289,Cooling_System,16.7,18.3,39.7,6.07,32,,627,Power_Bay
001290,Circuit_Board,19.1,35.1,24.4,8.18,11,,3437,Engineering_Bay
001291,Microgravity_Lab_Kit,29.6,18.8,13.8,7.2,53,,4,Crew_Quarters
001292,CO2_Scrubber,42.7,11.6,27.3,6.76,67,,478,Engineering_Bay
001293,Lab_Microscope,22.8,10.1,29.0,3.34,27,,1472,Lab
001294,Protein_Bars,27.5,38.0,20.6,10.76,75,,1936,Storage_Bay
001295,Radiation_Shield,43.5,10.8,43.0,10.1,76,,2778,Engineering_Bay
001296,Antibiotic_Supply,11.1,19.3,18.3,1.96,33,2027-01-10T00:00:00Z,2439,Lab
001297,3D_Printer,15.4,33.6,27.0,6.99,55,,4905,Engineering_Bay
001298,Circuit_Board,44.9,49.1,34.5,38.03,33,,1998,Engineering_Bay
001299,Thruster_Fuel,47.4,42.3,16.6,16.64,57,,3205,Engine_Bay
001300,Space_Suit,36.5,28.6,49.8,25.99,97,,2727,Airlock
001301,Radiation_Shield,14.6,34.1,40.6,10.11,44,,2294,Storage_Bay
001302,Waste_Management_Kit,10.8,20.5,10.8,5.0,82,,86,Sanitation_Bay
001303,Solar_Panel,46.2,47.5,1.0,5.5,97,,1373,Power_Bay
001304,Tether_Reel,23.5,20.6,15.3,3.7,2,,54,Airlock
001305,Gyroscope_Module,11.0,48.2,11.1,2.94,100,,1728,Cockpit
001306,Navigation_Module,10.8,42.2,34.4,7.84,54,,4237,Cockpit
001307,Fire_Extinguisher,48.0,46.8,17.8,19.99,69,,1920,Crew_Quarters
001308,Antibiotic_Supply,43.7,43.9,35.6,34.15,23,2025-09-02T00:00:00Z,2146,Lab
001309,Microgravity_Lab_Kit,22.6,12.8,25.2,8.6,4,,81,Lab
